,Total population,Hispanic or Latino,"Total population, not Hispanic or Latino",One race total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races
"Block 1008, Block Group 1, Census Tract 151, San Francisco County, California",63,8,55,59,46,4,2,6,1,0,4
"Block 1009, Block Group 1, Census Tract 151, San Francisco County, California",318,17,301,300,235,10,2,50,0,3,18
"Block 2000, Block Group 2, Census Tract 151, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 151, San Francisco County, California",312,25,287,298,170,8,3,108,2,7,14
"Block 2002, Block Group 2, Census Tract 151, San Francisco County, California",280,8,272,275,142,6,0,125,0,2,5
"Block 2003, Block Group 2, Census Tract 151, San Francisco County, California",1,0,1,1,1,0,0,0,0,0,0
"Block 2004, Block Group 2, Census Tract 151, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2005, Block Group 2, Census Tract 151, San Francisco County, California",4,0,4,4,0,0,0,4,0,0,0
"Block 2006, Block Group 2, Census Tract 151, San Francisco County, California",159,3,156,148,78,1,0,68,0,1,11
"Block 2007, Block Group 2, Census Tract 151, San Francisco County, California",111,6,105,109,63,5,0,36,0,5,2
"Block 2008, Block Group 2, Census Tract 151, San Francisco County, California",7,0,7,7,7,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 151, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 152, San Francisco County, California",293,19,274,286,188,19,1,74,0,4,7
"Block 1001, Block Group 1, Census Tract 152, San Francisco County, California",305,37,268,299,233,6,0,56,1,3,6
"Block 1002, Block Group 1, Census Tract 152, San Francisco County, California",128,5,123,123,87,1,0,35,0,0,5
"Block 1003, Block Group 1, Census Tract 152, San Francisco County, California",122,10,112,114,77,6,0,28,0,3,8
"Block 1004, Block Group 1, Census Tract 152, San Francisco County, California",246,17,229,235,126,17,0,87,1,4,11
"Block 1005, Block Group 1, Census Tract 152, San Francisco County, California",363,32,331,355,278,5,5,53,1,13,8
"Block 1006, Block Group 1, Census Tract 152, San Francisco County, California",281,17,264,261,114,6,1,125,3,12,20
"Block 2000, Block Group 2, Census Tract 152, San Francisco County, California",201,15,186,197,157,7,1,30,0,2,4
"Block 2001, Block Group 2, Census Tract 152, San Francisco County, California",229,20,209,218,177,0,1,40,0,0,11
"Block 2002, Block Group 2, Census Tract 152, San Francisco County, California",82,4,78,79,68,1,0,9,1,0,3
"Block 2003, Block Group 2, Census Tract 152, San Francisco County, California",106,3,103,99,56,14,0,28,0,1,7
"Block 2004, Block Group 2, Census Tract 152, San Francisco County, California",244,14,230,237,166,6,1,58,0,6,7
"Block 2005, Block Group 2, Census Tract 152, San Francisco County, California",199,8,191,189,148,9,0,26,0,6,10
"Block 2006, Block Group 2, Census Tract 152, San Francisco County, California",195,0,195,188,69,17,0,102,0,0,7
"Block 2007, Block Group 2, Census Tract 152, San Francisco County, California",133,11,122,126,55,5,0,62,0,4,7
"Block 2008, Block Group 2, Census Tract 152, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3000, Block Group 3, Census Tract 152, San Francisco County, California",72,5,67,70,52,1,0,14,0,3,2
"Block 3001, Block Group 3, Census Tract 152, San Francisco County, California",36,7,29,36,11,1,0,17,0,7,0
"Block 3002, Block Group 3, Census Tract 152, San Francisco County, California",87,6,81,87,56,10,0,20,0,1,0
"Block 3003, Block Group 3, Census Tract 152, San Francisco County, California",97,5,92,90,75,0,0,15,0,0,7
"Block 3004, Block Group 3, Census Tract 152, San Francisco County, California",126,11,115,119,87,2,0,28,0,2,7
"Block 3005, Block Group 3, Census Tract 152, San Francisco County, California",98,4,94,89,55,4,0,29,0,1,9
"Block 3006, Block Group 3, Census Tract 152, San Francisco County, California",63,2,61,56,41,0,0,15,0,0,7
"Block 3007, Block Group 3, Census Tract 152, San Francisco County, California",228,10,218,211,159,6,1,42,0,3,17
"Block 1000, Block Group 1, Census Tract 153, San Francisco County, California",116,6,110,112,100,3,0,8,0,1,4
"Block 1001, Block Group 1, Census Tract 153, San Francisco County, California",167,12,155,162,123,3,0,34,0,2,5
"Block 1002, Block Group 1, Census Tract 153, San Francisco County, California",61,3,58,57,47,1,0,9,0,0,4
"Block 1003, Block Group 1, Census Tract 153, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 153, San Francisco County, California",11,1,10,11,9,1,0,0,0,1,0
"Block 1005, Block Group 1, Census Tract 153, San Francisco County, California",193,19,174,193,132,28,3,20,0,10,0
"Block 1006, Block Group 1, Census Tract 153, San Francisco County, California",161,14,147,155,123,6,2,24,0,0,6
"Block 1007, Block Group 1, Census Tract 153, San Francisco County, California",1,0,1,1,1,0,0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 153, San Francisco County, California",228,27,201,220,178,7,0,29,0,6,8
"Block 2000, Block Group 2, Census Tract 153, San Francisco County, California",42,3,39,38,33,1,1,3,0,0,4
"Block 2001, Block Group 2, Census Tract 153, San Francisco County, California",17,1,16,17,16,0,0,0,0,1,0
"Block 2002, Block Group 2, Census Tract 153, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2003, Block Group 2, Census Tract 153, San Francisco County, California",52,2,50,47,39,0,0,7,0,1,5
"Block 2004, Block Group 2, Census Tract 153, San Francisco County, California",308,19,289,296,167,34,4,88,0,3,12
"Block 2005, Block Group 2, Census Tract 153, San Francisco County, California",175,9,166,167,121,10,1,34,1,0,8
"Block 2006, Block Group 2, Census Tract 153, San Francisco County, California",176,6,170,168,134,10,0,24,0,0,8
"Block 2007, Block Group 2, Census Tract 153, San Francisco County, California",136,8,128,135,102,14,0,15,0,4,1
"Block 2008, Block Group 2, Census Tract 153, San Francisco County, California",196,14,182,180,135,18,4,23,0,0,16
"Block 1000, Block Group 1, Census Tract 154, San Francisco County, California",168,10,158,152,114,16,1,21,0,0,16
"Block 1001, Block Group 1, Census Tract 154, San Francisco County, California",231,24,207,223,170,16,0,28,0,9,8
"Block 1002, Block Group 1, Census Tract 154, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 154, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 154, San Francisco County, California",181,19,162,177,144,11,0,19,1,2,4
"Block 1005, Block Group 1, Census Tract 154, San Francisco County, California",155,8,147,148,114,18,1,10,0,5,7
"Block 2000, Block Group 2, Census Tract 154, San Francisco County, California",145,20,125,138,115,17,0,6,0,0,7
"Block 2001, Block Group 2, Census Tract 154, San Francisco County, California",197,8,189,186,140,19,3,19,0,5,11
"Block 2002, Block Group 2, Census Tract 154, San Francisco County, California",180,17,163,175,85,7,0,72,0,11,5
"Block 2003, Block Group 2, Census Tract 154, San Francisco County, California",168,9,159,165,130,5,0,26,0,4,3
"Block 2004, Block Group 2, Census Tract 154, San Francisco County, California",158,13,145,151,92,4,0,53,0,2,7
"Block 2005, Block Group 2, Census Tract 154, San Francisco County, California",238,21,217,229,187,4,0,28,0,10,9
"Block 2006, Block Group 2, Census Tract 154, San Francisco County, California",58,7,51,58,36,2,0,14,5,1,0
"Block 3000, Block Group 3, Census Tract 154, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3001, Block Group 3, Census Tract 154, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3002, Block Group 3, Census Tract 154, San Francisco County, California",157,10,147,152,106,1,2,38,0,5,5
"Block 3003, Block Group 3, Census Tract 154, San Francisco County, California",265,16,249,251,140,7,0,101,0,3,14
"Block 3004, Block Group 3, Census Tract 154, San Francisco County, California",124,4,120,124,70,2,1,51,0,0,0
"Block 3005, Block Group 3, Census Tract 154, San Francisco County, California",103,6,97,102,47,4,0,51,0,0,1
"Block 3006, Block Group 3, Census Tract 154, San Francisco County, California",150,21,129,145,99,2,0,39,0,5,5
"Block 3007, Block Group 3, Census Tract 154, San Francisco County, California",318,17,301,302,156,2,0,133,0,11,16
"Block 3008, Block Group 3, Census Tract 154, San Francisco County, California",265,17,248,250,167,6,0,70,0,7,15
"Block 4000, Block Group 4, Census Tract 154, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4001, Block Group 4, Census Tract 154, San Francisco County, California",217,12,205,204,152,2,0,45,0,5,13
"Block 4002, Block Group 4, Census Tract 154, San Francisco County, California",142,6,136,138,102,0,0,36,0,0,4
"Block 4003, Block Group 4, Census Tract 154, San Francisco County, California",151,14,137,148,97,0,0,45,1,5,3
"Block 4004, Block Group 4, Census Tract 154, San Francisco County, California",122,4,118,118,72,0,0,46,0,0,4
"Block 4005, Block Group 4, Census Tract 154, San Francisco County, California",104,5,99,99,76,0,0,23,0,0,5
"Block 4006, Block Group 4, Census Tract 154, San Francisco County, California",95,1,94,92,77,0,0,14,1,0,3
"Block 5000, Block Group 5, Census Tract 154, San Francisco County, California",165,9,156,161,126,2,0,27,1,5,4
"Block 5001, Block Group 5, Census Tract 154, San Francisco County, California",156,2,154,155,136,0,0,14,4,1,1
"Block 5002, Block Group 5, Census Tract 154, San Francisco County, California",186,7,179,180,150,3,0,27,0,0,6
"Block 5003, Block Group 5, Census Tract 154, San Francisco County, California",302,22,280,289,213,6,0,60,1,9,13
"Block 5004, Block Group 5, Census Tract 154, San Francisco County, California",208,20,188,194,123,6,0,56,0,9,14
"Block 5005, Block Group 5, Census Tract 154, San Francisco County, California",189,5,184,187,164,0,0,22,0,1,2
"Block 5006, Block Group 5, Census Tract 154, San Francisco County, California",143,1,142,137,106,0,0,31,0,0,6
"Block 5007, Block Group 5, Census Tract 154, San Francisco County, California",180,10,170,169,132,5,0,32,0,0,11
"Block 1000, Block Group 1, Census Tract 155, San Francisco County, California",757,69,688,721,290,23,2,365,0,41,36
"Block 1001, Block Group 1, Census Tract 155, San Francisco County, California",44,0,44,42,19,4,0,19,0,0,2
"Block 1002, Block Group 1, Census Tract 155, San Francisco County, California",247,102,145,233,69,1,0,80,0,83,14
"Block 1003, Block Group 1, Census Tract 155, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 155, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 155, San Francisco County, California",563,12,551,558,419,6,0,129,1,3,5
"Block 1006, Block Group 1, Census Tract 155, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 155, San Francisco County, California",202,13,189,190,35,56,1,89,0,9,12
"Block 2001, Block Group 2, Census Tract 155, San Francisco County, California",331,7,324,318,96,40,0,179,0,3,13
"Block 2002, Block Group 2, Census Tract 155, San Francisco County, California",420,32,388,403,256,20,2,109,2,14,17
"Block 2003, Block Group 2, Census Tract 155, San Francisco County, California",340,23,317,325,261,14,2,42,0,6,15
"Block 2004, Block Group 2, Census Tract 155, San Francisco County, California",4,0,4,4,2,2,0,0,0,0,0
"Block 2005, Block Group 2, Census Tract 155, San Francisco County, California",36,1,35,34,1,7,0,26,0,0,2
"Block 2006, Block Group 2, Census Tract 155, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2007, Block Group 2, Census Tract 155, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2008, Block Group 2, Census Tract 155, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 155, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3000, Block Group 3, Census Tract 155, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3001, Block Group 3, Census Tract 155, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3002, Block Group 3, Census Tract 155, San Francisco County, California",94,13,81,87,71,5,0,7,0,4,7
"Block 3003, Block Group 3, Census Tract 155, San Francisco County, California",284,48,236,261,33,159,4,23,11,31,23
"Block 3004, Block Group 3, Census Tract 155, San Francisco County, California",235,22,213,229,136,11,1,69,0,12,6
"Block 3005, Block Group 3, Census Tract 155, San Francisco County, California",48,4,44,41,29,2,0,8,0,2,7
"Block 3006, Block Group 3, Census Tract 155, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3007, Block Group 3, Census Tract 155, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3008, Block Group 3, Census Tract 155, San Francisco County, California",17,1,16,17,8,2,1,6,0,0,0
"Block 1000, Block Group 1, Census Tract 156, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1001, Block Group 1, Census Tract 156, San Francisco County, California",153,13,140,137,54,4,2,66,0,11,16
"Block 1002, Block Group 1, Census Tract 156, San Francisco County, California",187,13,174,174,83,5,0,76,0,10,13
"Block 1003, Block Group 1, Census Tract 156, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 156, San Francisco County, California",102,2,100,90,54,0,0,35,0,1,12
"Block 1005, Block Group 1, Census Tract 156, San Francisco County, California",106,7,99,95,51,0,0,43,0,1,11
"Block 1006, Block Group 1, Census Tract 156, San Francisco County, California",85,4,81,81,48,0,0,32,0,1,4
"Block 1007, Block Group 1, Census Tract 156, San Francisco County, California",90,3,87,83,50,0,1,32,0,0,7
"Block 1008, Block Group 1, Census Tract 156, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 156, San Francisco County, California",121,7,114,114,72,1,0,40,0,1,7
"Block 2001, Block Group 2, Census Tract 156, San Francisco County, California",153,10,143,147,95,2,0,44,1,5,6
"Block 2002, Block Group 2, Census Tract 156, San Francisco County, California",227,22,205,214,153,10,1,42,0,8,13
"Block 2003, Block Group 2, Census Tract 156, San Francisco County, California",129,15,114,128,84,2,1,32,0,9,1
"Block 2004, Block Group 2, Census Tract 156, San Francisco County, California",79,7,72,72,58,5,0,8,0,1,7
"Block 2005, Block Group 2, Census Tract 156, San Francisco County, California",154,13,141,147,103,3,0,40,0,1,7
"Block 2006, Block Group 2, Census Tract 156, San Francisco County, California",330,27,303,314,209,18,1,76,1,9,16
"Block 3000, Block Group 3, Census Tract 156, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3001, Block Group 3, Census Tract 156, San Francisco County, California",161,7,154,158,111,4,0,43,0,0,3
"Block 3002, Block Group 3, Census Tract 156, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3003, Block Group 3, Census Tract 156, San Francisco County, California",67,6,61,59,41,0,0,18,0,0,8
"Block 3004, Block Group 3, Census Tract 156, San Francisco County, California",43,1,42,40,25,1,0,12,0,2,3
"Block 3005, Block Group 3, Census Tract 156, San Francisco County, California",143,4,139,138,74,0,0,62,0,2,5
"Block 3006, Block Group 3, Census Tract 156, San Francisco County, California",294,29,265,277,177,5,0,81,3,11,17
"Block 3007, Block Group 3, Census Tract 156, San Francisco County, California",104,3,101,96,55,4,0,37,0,0,8
"Block 1000, Block Group 1, Census Tract 157, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1001, Block Group 1, Census Tract 157, San Francisco County, California",212,24,188,209,126,28,1,48,1,5,3
"Block 1002, Block Group 1, Census Tract 157, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 157, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 157, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 157, San Francisco County, California",78,1,77,76,44,0,0,30,1,1,2
"Block 1006, Block Group 1, Census Tract 157, San Francisco County, California",225,25,200,211,147,13,0,45,0,6,14
"Block 1007, Block Group 1, Census Tract 157, San Francisco County, California",84,1,83,80,42,0,0,38,0,0,4
